zipcode,x,y
10314,1021074,210091
10452,940497,155677
10452,1005465,244257
10452,1021074,210091
11368,940497,155677
11368,1005465,244257
11368,1021074,210091
11420,1036423,181643
11420,1005133,243220
10452,1036423,181643
10452,1005133,243220
11361,1048150,216342
11361,1013829,211319
11377,1048150,216342
11377,1013829,211319
10009,990769,202443
10009,1032891,259429
10009,1024792,210242
10475,990769,202443
10475,1032891,259429
10475,1024792,210242
11368,990769,202443
11368,1032891,259429
11368,1024792,210242
11420,1034098,187972
11420,986758,170706
11219,1034098,187972
11219,986758,170706
11218,991251,170953
11218,1022027,211169
11368,991251,170953
11368,1022027,211169
11417,1030675,186803
11417,1029835,186797
11417,1010239,251429
10453,1029835,186797
10453,1010239,251429
10458,1014672,250512
10468,1010321,252539
10468,945581,171622
10302,1010321,252539
10302,945581,171622
11414,1029231,180840
11414,1006684,242275
10456,1029231,180840
10456,1006684,242275
11366,1038255,204495
10452,1004957,243975
10305,964335,160593
10305,950641,160608
10314,964335,160593
10314,950641,160608
11210,1001593,171330
11210,1047695,217560
11361,1001593,171330
11361,1047695,217560
11419,1032377,188326
11419,1052280,196794
11412,1032377,188326
11412,1052280,196794
11201,989621,192975
11201,1022659,263134
10466,989621,192975
10466,1022659,263134
11420,1033579,184407
11420,1011352,199734
11420,1023355,209815
11378,1033579,184407
11378,1011352,199734
11378,1023355,209815
11368,1033579,184407
11368,1011352,199734
11368,1023355,209815
11417,1023796,185179
11417,1053760,204315
11417,1017881,211645
11427,1023796,185179
11427,1053760,204315
11427,1017881,211645
11373,1023796,185179
11373,1053760,204315
11373,1017881,211645
11420,1036234,186713
11420,981851,176185
11420,994421,176385
11232,1036234,186713
11232,981851,176185
11232,994421,176385
11226,1036234,186713
11226,981851,176185
11226,994421,176385
11427,1056782,205867
11218,989682,171382
11218,996435,182622
11218,1023132,210404
11225,989682,171382
11225,996435,182622
11225,1023132,210404
11368,989682,171382
11368,996435,182622
11368,1023132,210404
11231,984147,187796
11231,987014,206240
10003,984147,187796
10003,987014,206240
11414,1030995,179914
11414,1031200,189237
11414,1019388,206834
11419,1030995,179914
11419,1031200,189237
11419,1019388,206834
11373,1030995,179914
11373,1031200,189237
11373,1019388,206834
10451,1008212,239515
10451,1021373,207874
11373,1008212,239515
11373,1021373,207874
11218,990895,171118
10016,991174,209290
11223,990104,157366
11373,1019378,206878
11231,984697,184640
11231,983560,210657
10011,984697,184640
10011,983560,210657
10475,1029095,260513
11419,1032571,188403
11419,1023365,248873
10462,1032571,188403
10462,1023365,248873
11417,1029237,186959
11417,1022576,262160
10466,1029237,186959
10466,1022576,262160
11367,1034514,201894
11367,1022756,262572
10466,1034514,201894
10466,1022756,262572
10312,934502,143650
11206,999076,191912
11206,983879,204961
10012,999076,191912
10012,983879,204961
10467,1021599,258791
11414,1026791,176712
11414,1025656,268537
10470,1026791,176712
10470,1025656,268537
11432,1037688,201842
11225,997071,181380
11225,988621,201165
11225,1017127,246474
10002,997071,181380
10002,988621,201165
10002,1017127,246474
10460,997071,181380
10460,988621,201165
10460,1017127,246474
11419,1032849,188347
11419,997529,181420
11419,1017151,246499
11225,1032849,188347
11225,997529,181420
11225,1017151,246499
10460,1032849,188347
10460,997529,181420
10460,1017151,246499
11435,1037346,196581
11435,1013277,246342
10457,1037346,196581
10457,1013277,246342
11432,1041948,198430
11432,935306,162077
11432,1017848,246368
11432,1022750,207210
10314,1041948,198430
10314,935306,162077
10314,1017848,246368
10314,1022750,207210
10460,1041948,198430
10460,935306,162077
10460,1017848,246368
10460,1022750,207210
11368,1041948,198430
11368,935306,162077
11368,1017848,246368
11368,1022750,207210
11372,1014814,213723
11692,1043112,155941
11692,1008567,199482
11692,1011235,247139
11692,1023081,211200
11378,1043112,155941
11378,1008567,199482
11378,1011235,247139
11378,1023081,211200
10457,1043112,155941
10457,1008567,199482
10457,1011235,247139
10457,1023081,211200
11368,1043112,155941
11368,1008567,199482
11368,1011235,247139
11368,1023081,211200
11427,1054813,205116
11432,1045351,203787
11366,1036879,202754
11366,1016541,251173
11366,1024385,211476
10458,1036879,202754
10458,1016541,251173
10458,1024385,211476
11368,1036879,202754
11368,1016541,251173
11368,1024385,211476
11432,1045758,200946
11432,1046633,155651
11432,1012481,192429
11432,1021150,247207
11432,1017497,209738
11691,1045758,200946
11691,1046633,155651
11691,1012481,192429
11691,1021150,247207
11691,1017497,209738
11385,1045758,200946
11385,1046633,155651
11385,1012481,192429
11385,1021150,247207
11385,1017497,209738
10462,1045758,200946
10462,1046633,155651
10462,1012481,192429
10462,1021150,247207
10462,1017497,209738
11373,1045758,200946
11373,1046633,155651
11373,1012481,192429
11373,1021150,247207
11373,1017497,209738
11208,1020925,186323
11208,1022067,211613
11368,1020925,186323
11368,1022067,211613
10458,1013900,252723
10458,1004396,254574
10458,1020578,254597
10458,1022772,209673
10034,1013900,252723
10034,1004396,254574
10034,1020578,254597
10034,1022772,209673
10467,1013900,252723
10467,1004396,254574
10467,1020578,254597
10467,1022772,209673
11368,1013900,252723
11368,1004396,254574
11368,1020578,254597
11368,1022772,209673
11377,1011020,210932
11377,1018744,210846
11373,1011020,210932
11373,1018744,210846
11104,1006347,210644
11104,997087,180587
11225,1006347,210644
11225,997087,180587
11101,1001602,212136
10460,1016540,249911
11104,1005939,211438
11104,1016080,186231
11104,1011626,259866
11104,1022994,211812
11208,1005939,211438
11208,1016080,186231
11208,1011626,259866
11208,1022994,211812
10463,1005939,211438
10463,1016080,186231
10463,1011626,259866
10463,1022994,211812
11368,1005939,211438
11368,1016080,186231
11368,1011626,259866
11368,1022994,211812
11377,1005917,207832
11377,997558,207749
11222,1005917,207832
11222,997558,207749
10009,991150,202230
10009,1012356,257592
10009,1024636,213301
10468,991150,202230
10468,1012356,257592
10468,1024636,213301
11368,991150,202230
11368,1012356,257592
11368,1024636,213301
11104,1004894,208021
11104,1004393,181589
11213,1004894,208021
11213,1004393,181589
11201,985540,194433
11377,1011655,211018
11377,954572,171209
10310,1011655,211018
10310,954572,171209
11377,1012686,208572
11377,1023997,211248
11368,1012686,208572
11368,1023997,211248
11238,993365,186041
11238,1016818,208189
11373,993365,186041
11373,1016818,208189
11357,1032762,228100
11357,959610,169613
11357,1016382,210902
10301,1032762,228100
10301,959610,169613
10301,1016382,210902
11373,1032762,228100
11373,959610,169613
11373,1016382,210902
11358,1038332,216765
11211,998503,200238
11434,1046402,184824
11434,1023500,212526
11368,1046402,184824
11368,1023500,212526
11417,1025601,185777
11356,1026402,222977
11356,1018739,206633
11373,1026402,222977
11373,1018739,206633
10466,1022923,264534
10466,1053029,193013
11412,1022923,264534
11412,1053029,193013
11354,1035202,217131
11354,1009302,181795
11354,1024404,212603
11212,1035202,217131
11212,1009302,181795
11212,1024404,212603
11368,1035202,217131
11368,1009302,181795
11368,1024404,212603
11355,1031296,215433
11355,987318,204919
10003,1031296,215433
10003,987318,204919
11421,1024589,191602
11421,1014208,254204
10458,1024589,191602
10458,1014208,254204
11226,995800,175754
11226,1017019,258511
10467,995800,175754
10467,1017019,258511
11354,1033124,216214
11354,1016039,257572
10458,1033124,216214
10458,1016039,257572
11356,1026893,223544
11356,1011638,254239
11356,1019943,208682
10468,1026893,223544
10468,1011638,254239
10468,1019943,208682
11373,1026893,223544
11373,1011638,254239
11373,1019943,208682
11228,980536,161867
11228,1016211,209417
11373,980536,161867
11373,1016211,209417
10027,996117,237029
11357,1040486,228221
11357,1012873,254829
11357,1022483,211804
10468,1040486,228221
10468,1012873,254829
10468,1022483,211804
11368,1040486,228221
11368,1012873,254829
11368,1022483,211804
11358,1040126,218996
11358,1009962,253885
10468,1040126,218996
10468,1009962,253885
11373,1019164,210169
11354,1030217,217020
11354,1011897,236250
11354,986984,213126
11354,1010011,253864
11354,1016760,206328
10455,1030217,217020
10455,1011897,236250
10455,986984,213126
10455,1010011,253864
10455,1016760,206328
10001,1030217,217020
10001,1011897,236250
10001,986984,213126
10001,1010011,253864
10001,1016760,206328
10468,1030217,217020
10468,1011897,236250
10468,986984,213126
10468,1010011,253864
10468,1016760,206328
11373,1030217,217020
11373,1011897,236250
11373,986984,213126
11373,1010011,253864
11373,1016760,206328
11354,1035255,216971
11354,939470,170965
11354,1026772,228724
10303,1035255,216971
10303,939470,170965
10303,1026772,228724
11356,1035255,216971
11356,939470,170965
11356,1026772,228724
11355,1035744,211170
11355,1045192,191821
11355,1015782,255473
11433,1035744,211170
11433,1045192,191821
11433,1015782,255473
10458,1035744,211170
10458,1045192,191821
10458,1015782,255473
10035,1002221,230952
10035,1023748,247715
10462,1002221,230952
10462,1023748,247715
11354,1031256,216564
11354,1000161,195682
11354,1019019,206995
11206,1031256,216564
11206,1000161,195682
11206,1019019,206995
11373,1031256,216564
11373,1000161,195682
11373,1019019,206995
10016,990690,210145
10016,1015326,210195
11373,990690,210145
11373,1015326,210195
11355,1031952,214118
11355,957618,174213
11355,988079,192030
11355,1014386,256796
10301,1031952,214118
10301,957618,174213
10301,988079,192030
10301,1014386,256796
11201,1031952,214118
11201,957618,174213
11201,988079,192030
11201,1014386,256796
10468,1031952,214118
10468,957618,174213
10468,988079,192030
10468,1014386,256796
11355,1032518,210594
11354,1031416,216345
11354,1033720,219334
11365,1038867,212504
11365,1046395,211745
11365,1010225,253909
11364,1038867,212504
11364,1046395,211745
11364,1010225,253909
10468,1038867,212504
10468,1046395,211745
10468,1010225,253909
11355,1032298,210364
11355,999327,176359
11355,1018143,208737
11203,1032298,210364
11203,999327,176359
11203,1018143,208737
11373,1032298,210364
11373,999327,176359
11373,1018143,208737
11354,1032314,216346
11354,1031599,256023
10475,1032314,216346
10475,1031599,256023
11434,1043888,182439
11436,1040024,184948
10306,949550,146585
10306,992529,149005
11224,949550,146585
11224,992529,149005
11354,1034361,218105
11354,992454,162138
11230,1034361,218105
11230,992454,162138
11365,1042353,212042
11365,1016687,209487
11373,1042353,212042
11373,1016687,209487
10030,1000600,237702
10030,1003808,177263
11203,1000600,237702
11203,1003808,177263
10310,951955,168764
11357,1034485,228967
11357,1028965,225206
11356,1034485,228967
11356,1028965,225206
11373,1019686,209791
11373,1021219,207050
11212,1004543,180604
11212,1042869,206780
11365,1004543,180604
11365,1042869,206780
11355,1031230,214712
11355,984665,148682
11224,1031230,214712
11224,984665,148682
11374,1023119,203789
11368,1021992,211342
11229,999386,161154
11375,1027166,205745
11375,1050733,191566
11375,999182,157072
11412,1027166,205745
11412,1050733,191566
11412,999182,157072
11229,1027166,205745
11229,1050733,191566
11229,999182,157072
11229,996539,161779
11229,1016097,209898
11373,996539,161779
11373,1016097,209898
11373,1018803,211684
11229,998546,157767
11377,1010149,216948
11377,1052500,157396
11691,1010149,216948
11691,1052500,157396
10461,1024371,249469
10461,1003410,196686
11237,1024371,249469
11237,1003410,196686
11368,1023479,208493
11368,987857,188391
11368,1003572,196455
11368,997497,159344
11217,1023479,208493
11217,987857,188391
11217,1003572,196455
11217,997497,159344
11237,1023479,208493
11237,987857,188391
11237,1003572,196455
11237,997497,159344
11229,1023479,208493
11229,987857,188391
11229,1003572,196455
11229,997497,159344
11373,1018389,207490
11373,986195,213562
11373,938613,164075
10001,1018389,207490
10001,986195,213562
10001,938613,164075
10314,1018389,207490
10314,986195,213562
10314,938613,164075
11211,1001644,200338
10040,1003282,250784
11368,1021784,208319
11368,998144,154910
11368,1025345,209341
11235,1021784,208319
11235,998144,154910
11235,1025345,209341
11368,1021784,208319
11368,998144,154910
11368,1025345,209341
11373,1020521,211413
11373,1017532,209263
11373,1020521,211413
11373,1017532,209263
11368,1022597,210204
11368,989388,223667
10023,1022597,210204
10023,989388,223667
11203,1003622,172691
11203,1003412,152769
11235,1003622,172691
11235,1003412,152769
11373,1020466,209928
11373,1016463,211294
11373,1041892,219489
11373,1020466,209928
11373,1016463,211294
11373,1041892,219489
11358,1020466,209928
11358,1016463,211294
11358,1041892,219489
10460,1016428,247247
10460,982133,159610
11214,1016428,247247
11214,982133,159610
10314,937067,147309
11373,1017993,208948
11373,1028118,187050
11373,986171,163797
11417,1017993,208948
11417,1028118,187050
11417,986171,163797
11204,1017993,208948
11204,1028118,187050
11204,986171,163797
11373,1017409,209824
11373,939310,136781
10312,1017409,209824
10312,939310,136781
11368,1022410,208064
11368,1051151,155715
11691,1022410,208064
11691,1051151,155715
11368,1022953,211531
11373,1017555,210032
11373,1006875,210675
11373,1021243,211681
11104,1017555,210032
11104,1006875,210675
11104,1021243,211681
11368,1017555,210032
11368,1006875,210675
11368,1021243,211681
11368,1022097,210650
11432,1038901,199934
11432,986007,165614
11432,1020240,206529
11204,1038901,199934
11204,986007,165614
11204,1020240,206529
11373,1038901,199934
11373,986007,165614
11373,1020240,206529
11368,1021356,212066
11368,1001424,188176
11368,983783,164009
11368,1019191,206752
11216,1021356,212066
11216,1001424,188176
11216,983783,164009
11216,1019191,206752
11228,1021356,212066
11228,1001424,188176
11228,983783,164009
11228,1019191,206752
11373,1021356,212066
11373,1001424,188176
11373,983783,164009
11373,1019191,206752
11368,1022223,212130
11368,1012415,239449
11368,1020071,209495
10459,1022223,212130
10459,1012415,239449
10459,1020071,209495
11373,1022223,212130
11373,1012415,239449
11373,1020071,209495
11368,1023513,212863
11368,1000928,180283
11368,1004005,161440
11203,1023513,212863
11203,1000928,180283
11203,1004005,161440
11234,1023513,212863
11234,1000928,180283
11234,1004005,161440
11368,1022830,212596
11368,1003900,250954
11368,1015116,211338
10040,1022830,212596
10040,1003900,250954
10040,1015116,211338
11373,1022830,212596
11373,1003900,250954
11373,1015116,211338
10459,1012693,237226
11419,1036614,190858
11419,1002529,169717
11234,1036614,190858
11234,1002529,169717
11364,1047672,212104
11364,1002205,161513
11234,1047672,212104
11234,1002205,161513
11364,1053275,214124
11364,996061,169252
11230,1053275,214124
11230,996061,169252
11434,1046795,189552
11361,1048828,219572
10459,1011508,237996
11358,1042587,215451
11358,986200,167158
11358,1014880,211266
11219,1042587,215451
11219,986200,167158
11219,1014880,211266
11373,1042587,215451
11373,986200,167158
11373,1014880,211266
11377,1009320,214176
11377,1017446,209349
11373,1009320,214176
11373,1017446,209349
11221,1005882,191817
11221,982929,185820
11231,1005882,191817
11231,982929,185820
11218,987967,174050
11218,1045425,210479
11365,987967,174050
11365,1045425,210479
11362,1056543,214681
11362,1026637,262376
10466,1056543,214681
10466,1026637,262376
11361,1048116,217650
11361,1009936,238940
10456,1048116,217650
10456,1009936,238940
11364,1053207,212944
11364,1004847,235563
11364,1059961,217703
10451,1053207,212944
10451,1004847,235563
10451,1059961,217703
11362,1053207,212944
11362,1004847,235563
11362,1059961,217703
10305,965189,164262
10305,988187,172837
11218,965189,164262
11218,988187,172837
10304,963456,167130
10304,997488,172472
10304,1052858,211825
11226,963456,167130
11226,997488,172472
11226,1052858,211825
11364,963456,167130
11364,997488,172472
11364,1052858,211825
11420,1038556,182291
11420,1045445,215425
11361,1038556,182291
11361,1045445,215425
11203,999869,172903
11203,1042960,211155
11365,999869,172903
11365,1042960,211155
11361,1048469,216405
11361,995920,172279
11226,1048469,216405
11226,995920,172279
11363,1055250,222686
11363,1009964,191201
11363,1008161,178087
11363,1056951,219335
11207,1055250,222686
11207,1009964,191201
11207,1008161,178087
11207,1056951,219335
11212,1055250,222686
11212,1009964,191201
11212,1008161,178087
11212,1056951,219335
11362,1055250,222686
11362,1009964,191201
11362,1008161,178087
11362,1056951,219335
11203,999401,172863
11203,1043878,210169
11365,999401,172863
11365,1043878,210169
11361,1045111,219765
11361,1045167,213835
10002,990534,201232
11363,1056321,220547
11364,1052622,211480
11364,1047511,219181
11361,1052622,211480
11361,1047511,219181
11364,1047603,211524
10310,951467,172765
10310,1057581,220264
11363,951467,172765
11363,1057581,220264
11427,1050845,206462
11427,1053311,199399
11427,1042018,219542
11429,1050845,206462
11429,1053311,199399
11429,1042018,219542
11358,1050845,206462
11358,1053311,199399
11358,1042018,219542
10302,944270,167010
11363,1055482,222198
11363,1039935,193229
11433,1055482,222198
11433,1039935,193229
11360,1043447,221938
11360,978195,169339
11209,1043447,221938
11209,978195,169339
10302,947640,171030
11213,1003720,184881
11213,974995,163482
11209,1003720,184881
11209,974995,163482
11209,976973,165704
10462,1023036,247177
11236,1012675,176380
11429,1056810,197575
11375,1028091,200930
10456,1008859,244497
11375,1027336,201814
11236,1010190,172733
11236,1008343,169519
11374,1023081,206360
11374,1010550,170664
11236,1023081,206360
11236,1010550,170664
11375,1026135,204188
11375,1006472,224378
11375,1042697,210289
11105,1026135,204188
11105,1006472,224378
11105,1042697,210289
11365,1026135,204188
11365,1006472,224378
11365,1042697,210289
11374,1023129,198652
11374,1061776,217024
11362,1023129,198652
11362,1061776,217024
11214,983474,157115
11214,1013132,173153
11214,1047038,222013
11236,983474,157115
11236,1013132,173153
11236,1047038,222013
11360,983474,157115
11360,1013132,173153
11360,1047038,222013
11375,1025415,206143
11375,1010626,170579
11236,1025415,206143
11236,1010626,170579
11375,1024047,198469
11375,1047463,218130
11361,1024047,198469
11361,1047463,218130
11364,1049901,213997
11235,996964,155073
11235,1055178,218229
11363,996964,155073
11363,1055178,218229
11374,1021531,205072
11374,1010496,172363
11374,1010793,170378
11236,1021531,205072
11236,1010496,172363
11236,1010793,170378
11236,1021531,205072
11236,1010496,172363
11236,1010793,170378
11226,995866,175081
11226,1014588,173066
11236,995866,175081
11236,1014588,173066
11375,1026568,202697
11375,1057215,219685
11363,1026568,202697
11363,1057215,219685
11375,1025875,206493
11375,1016259,210546
11373,1025875,206493
11373,1016259,210546
11375,1026866,202523
11375,987963,195675
11375,1047240,217997
11201,1026866,202523
11201,987963,195675
11201,1047240,217997
11361,1026866,202523
11361,987963,195675
11361,1047240,217997
11434,1049095,182919
11434,1003151,182957
11434,1044816,214335
11213,1049095,182919
11213,1003151,182957
11213,1044816,214335
11361,1049095,182919
11361,1003151,182957
11361,1044816,214335
11435,1040611,190715
11435,1011694,269180
11435,1042404,219689
10471,1040611,190715
10471,1011694,269180
10471,1042404,219689
11358,1040611,190715
11358,1011694,269180
11358,1042404,219689
11412,1048770,194416
11412,995826,170888
11230,1048770,194416
11230,995826,170888
11412,1051673,190029
11412,1050869,196744
11412,1044771,221556
11360,1050869,196744
11360,1044771,221556
11434,1044097,184084
11434,984241,149582
11434,995815,175675
11434,1053230,212651
11224,1044097,184084
11224,984241,149582
11224,995815,175675
11224,1053230,212651
11226,1044097,184084
11226,984241,149582
11226,995815,175675
11226,1053230,212651
11364,1044097,184084
11364,984241,149582
11364,995815,175675
11364,1053230,212651
11414,1024393,180699
11414,998865,169728
11414,1043673,217209
11210,1024393,180699
11210,998865,169728
11210,1043673,217209
11361,1024393,180699
11361,998865,169728
11361,1043673,217209
11434,1044816,190988
11434,1011890,258511
11434,1051752,212305
10468,1044816,190988
10468,1011890,258511
10468,1051752,212305
11364,1044816,190988
11364,1011890,258511
11364,1051752,212305
11434,1046074,183043
11434,998639,155315
11235,1046074,183043
11235,998639,155315
11412,1051170,192372
11412,998815,155898
11229,1051170,192372
11229,998815,155898
11223,990774,156641
11223,998319,153692
11235,990774,156641
11235,998319,153692
11434,1048132,188706
11434,1008573,178116
11434,996882,157525
11434,1046655,210468
11212,1048132,188706
11212,1008573,178116
11212,996882,157525
11212,1046655,210468
11229,1048132,188706
11229,1008573,178116
11229,996882,157525
11229,1046655,210468
11364,1048132,188706
11364,1008573,178116
11364,996882,157525
11364,1046655,210468
11434,1047187,183465
11213,1001865,183619
11213,1050532,218649
11361,1001865,183619
11361,1050532,218649
11434,1042984,189329
11434,1049609,195962
11434,1056778,217036
11412,1042984,189329
11412,1049609,195962
11412,1056778,217036
11362,1042984,189329
11362,1049609,195962
11362,1056778,217036
11106,1003104,216648
11106,995349,157308
11229,1003104,216648
11229,995349,157308
11106,1002013,215974
11106,999597,184374
11106,1005301,253746
11106,1047821,217225
11213,1002013,215974
11213,999597,184374
11213,1005301,253746
11213,1047821,217225
10034,1002013,215974
10034,999597,184374
10034,1005301,253746
10034,1047821,217225
11361,1002013,215974
11361,999597,184374
11361,1005301,253746
11361,1047821,217225
11106,1002636,218465
11106,997234,153211
11106,995014,182489
11106,1049326,211436
11235,1002636,218465
11235,997234,153211
11235,995014,182489
11235,1049326,211436
11225,1002636,218465
11225,997234,153211
11225,995014,182489
11225,1049326,211436
11364,1002636,218465
11364,997234,153211
11364,995014,182489
11364,1049326,211436
11377,1009029,215547
11105,1007722,225255
11106,1000187,216897
11106,1031208,186870
11106,990002,192514
11420,1000187,216897
11420,1031208,186870
11420,990002,192514
11201,1000187,216897
11201,1031208,186870
11201,990002,192514
11102,1003665,220130
11106,1006026,216211
11106,998726,182937
11213,1006026,216211
11213,998726,182937
11106,1003172,218076
11103,1007753,217029
11377,1009914,215081
11377,1012575,200237
11377,1054572,218756
11378,1009914,215081
11378,1012575,200237
11378,1054572,218756
11363,1009914,215081
11363,1012575,200237
11363,1054572,218756
11103,1006997,216793
10314,930805,155127
10314,986728,180699
10314,1045146,222302
11215,930805,155127
11215,986728,180699
11215,1045146,222302
11360,930805,155127
11360,986728,180699
11360,1045146,222302
11367,1035591,202598
11367,1036105,196653
11367,1026771,198852
11435,1035591,202598
11435,1036105,196653
11435,1026771,198852
11375,1035591,202598
11375,1036105,196653
11375,1026771,198852
11435,1036985,198140
11435,979308,172278
11220,1036985,198140
11220,979308,172278
11691,1045911,155569
10016,989028,209689
10016,981376,173979
11220,989028,209689
11220,981376,173979
11105,1008136,222840
11375,1024493,201964
11102,1002696,220119
11102,1003275,219497
11432,1039184,199265
11102,1005305,221499
11235,995216,154088
11235,986722,181040
11215,995216,154088
11215,986722,181040
11215,987673,179750
11215,987986,180119
10306,951079,143316
10306,987420,181326
10306,1027909,198355
11215,951079,143316
11215,987420,181326
11215,1027909,198355
11375,951079,143316
11375,987420,181326
11375,1027909,198355
11103,1009256,219329
11103,1025660,183220
11103,1056067,189963
11414,1009256,219329
11414,1025660,183220
11414,1056067,189963
11413,1009256,219329
11413,1025660,183220
11413,1056067,189963
11103,1008772,216688
11103,1026533,261139
11103,986403,181967
10466,1008772,216688
10466,1026533,261139
10466,986403,181967
11215,1008772,216688
11215,1026533,261139
11215,986403,181967
11105,1007755,223194
11101,1006174,214965
11101,985109,179664
11232,1006174,214965
11232,985109,179664
11105,1009172,223580
11105,1052821,203722
11427,1009172,223580
11427,1052821,203722
11103,1007788,219633
11103,1000592,230147
10029,1007788,219633
10029,1000592,230147
11426,1061219,209157
10303,942034,171360
11691,1052617,161364
11370,1014604,219015
11370,1008041,194778
11370,1023906,199934
11237,1014604,219015
11237,1008041,194778
11237,1023906,199934
11375,1014604,219015
11375,1008041,194778
11375,1023906,199934
11102,1004137,221606
11102,1053854,193838
11412,1004137,221606
11412,1053854,193838
11377,1010789,217486
11412,1053518,194008
10027,999525,235770
10027,995054,181139
11225,999525,235770
11225,995054,181139
11226,995328,178454
11226,1010825,183630
11212,995328,178454
11212,1010825,183630
11233,1008957,185699
11233,1016087,187774
11208,1008957,185699
11208,1016087,187774
11374,1024288,203170
10304,960197,160082
11106,1002263,216592
11106,1001613,200327
11211,1002263,216592
11211,1001613,200327
11102,1003352,219627
11102,1048841,156614
11691,1003352,219627
11691,1048841,156614
11106,1005068,215646
11230,996228,168120
11230,1004552,214799
11106,996228,168120
11106,1004552,214799
11102,1004897,220004
11106,1003047,215338
11106,1009723,203045
11106,1033332,194066
11106,1025943,203172
11378,1003047,215338
11378,1009723,203045
11378,1033332,194066
11378,1025943,203172
11418,1003047,215338
11418,1009723,203045
11418,1033332,194066
11418,1025943,203172
11375,1003047,215338
11375,1009723,203045
11375,1033332,194066
11375,1025943,203172
11429,1057209,197486
11219,984004,168558
11106,1005056,216624
11106,1023566,248027
11106,997619,188967
10462,1005056,216624
10462,1023566,248027
10462,997619,188967
11216,1005056,216624
11216,1023566,248027
11216,997619,188967
11102,1005539,217708
11102,1035776,215514
11355,1005539,217708
11355,1035776,215514
11222,998171,203627
11222,1051909,191996
11412,998171,203627
11412,1051909,191996
11377,1009119,215269
11377,982717,210997
11377,1024566,202505
10011,1009119,215269
10011,982717,210997
10011,1024566,202505
11375,1009119,215269
11375,982717,210997
11375,1024566,202505
11101,1000931,214839
11101,983917,158307
11214,1000931,214839
11214,983917,158307
11106,1004058,215491
11106,1013093,187124
11207,1004058,215491
11207,1013093,187124
10022,991012,215386
10022,1024938,202321
11375,991012,215386
11375,1024938,202321
11102,1005736,219600
11102,986365,211072
10001,1005736,219600
10001,986365,211072
11101,1001346,214553
11101,1035120,192682
11419,1001346,214553
11419,1035120,192682
11101,1002192,213961
11372,1017784,213418
11372,1001460,184396
11213,1017784,213418
11213,1001460,184396
10461,1026727,244747
11213,1002915,182980
11213,1036237,194892
11435,1002915,182980
11435,1036237,194892
11230,993866,167235
11230,1026274,207294
11375,993866,167235
11375,1026274,207294
11370,1013777,215535
11370,1042632,199264
11432,1013777,215535
11432,1042632,199264
11369,1019557,217559
11369,1009083,183290
11212,1019557,217559
11212,1009083,183290
11368,1021066,213483
11368,987398,202661
11368,1058823,200050
10003,1021066,213483
10003,987398,202661
10003,1058823,200050
11429,1021066,213483
11429,987398,202661
11429,1058823,200050
11212,1006137,181361
11212,1025911,203205
11375,1006137,181361
11375,1025911,203205
11226,997699,173217
11372,1016617,213974
11369,1017245,215135
11375,1025477,205081
11372,1017647,214118
11372,1049233,157493
11372,1036863,199827
11691,1017647,214118
11691,1049233,157493
11691,1036863,199827
11435,1017647,214118
11435,1049233,157493
11435,1036863,199827
11375,1026342,200216
11230,994879,165823
11368,1022767,212000
11368,1003696,182918
11368,1024418,202570
11213,1022767,212000
11213,1003696,182918
11213,1024418,202570
11375,1022767,212000
11375,1003696,182918
11375,1024418,202570
11372,1016447,211689
11372,1009944,177139
11236,1016447,211689
11236,1009944,177139
11369,1020046,217764
11369,1019823,215684
11369,1003739,178063
11369,1009377,178275
11203,1019823,215684
11203,1003739,178063
11203,1009377,178275
11212,1019823,215684
11212,1003739,178063
11212,1009377,178275
10301,960274,172710
11432,1037576,199838
11432,1027254,202297
11375,1037576,199838
11375,1027254,202297
10304,962834,167741
10304,1036600,204502
10304,1006028,181917
11367,962834,167741
11367,1036600,204502
11367,1006028,181917
11212,962834,167741
11212,1036600,204502
11212,1006028,181917
10310,951721,170488
10310,1000591,157269
10310,1006515,182391
11229,951721,170488
11229,1000591,157269
11229,1006515,182391
11212,951721,170488
11212,1000591,157269
11212,1006515,182391
11231,984452,187038
11231,1024691,204451
11374,984452,187038
11374,1024691,204451
10301,958136,172193
10301,1009370,194228
10301,1005963,182251
10301,1029960,200642
11385,958136,172193
11385,1009370,194228
11385,1005963,182251
11385,1029960,200642
11212,958136,172193
11212,1009370,194228
11212,1005963,182251
11212,1029960,200642
11375,958136,172193
11375,1009370,194228
11375,1005963,182251
11375,1029960,200642
10301,963269,170785
10301,991236,174510
10301,1000660,176253
11218,963269,170785
11218,991236,174510
11218,1000660,176253
11203,963269,170785
11203,991236,174510
11203,1000660,176253
10301,963304,170704
10301,1002132,183374
10301,1007999,186195
11213,963304,170704
11213,1002132,183374
11213,1007999,186195
11233,963304,170704
11233,1002132,183374
11233,1007999,186195
10304,963170,167779
11361,1046476,214380
10301,960274,171359
10301,985304,211953
10001,960274,171359
10001,985304,211953
10305,964889,164799
10305,1026570,244060
10462,964889,164799
10462,1026570,244060
10301,962272,171751
10304,963024,168281
10473,1020737,237655
10473,1024091,202757
11374,1020737,237655
11374,1024091,202757
11106,1001755,217680
11219,984701,171678
11219,1029170,202647
11375,984701,171678
11375,1029170,202647
10456,1007141,241554
10456,1027545,202136
11375,1007141,241554
11375,1027545,202136
10456,1008642,241736
10456,1008549,178741
11212,1008642,241736
11212,1008549,178741
10301,963281,173455
10301,990770,201854
10009,963281,173455
10009,990770,201854
10301,959877,171439
